
Tue May  5 11:23:18 2015
Age data: Zhang_2010_S1.txt
Expression data: Alldata_tab.txt
General results:
	The total amount of entrances found and crosslinked was: 12922.
	The total number of entrances not found on Zhang was: 5160.
	The total number of entrances not found from Zhang was: 805 
	Could not find the following entrances in Zhang's file:



CG17104-RA	CG17104	CG17104
CG32951-RA	---	CG32951
S.C2L001705	---	---
CG40053-RA	CG40053	CG40053
HDC14614	---	---
HDC02538	---	---
CG8354-RA	m6,Dsimm6,Dyakm6	CG8354
S.C3R002575	---	---
HDC15892	---	---
Dm.3L.27283.0	---	---
S.C2R001878	---	---
CG17964-RE	pan	CG17964
HDC12018	---	---
CG33121-RA	CG33121	CG33121
HDC17385	---	---
CG17849-RA	Or46a	CG17849
HDC00773	---	---
Dm.3L.24073.0	---	---
HDC13868	---	---
HDC16926	---	---
S.C3L000654	---	---
HDC18327	---	---
CG13416-RA	CG13416	CG13416
S.CX001983	---	---
CG31270-RA	CG31270	CG31270
CG30125-RA	CG30125	CG30125
CG31861-RA	CG31861	CG31861
CT35742	---	---
CG10533-RA	Lcp65Af	CG10533
HDC03065	---	---
CG1468-RA	CG1468	CG1468
CG5016-RA	Mst57Db	CG5016
HDC10336	---	---
S.C3L001205	---	---
S.C3L002028	---	---
CG13960-RA	CG33316	CG13960
CG31804-RA	CG31804	CG31804
CG32940-RA	Pif1A,Pif1B	CG32940
CR_tc_GM10489	---	---
Dm.2R.17302.0	---	---
CT34318	---	---
CG8144-RA	ps	CG8144
HDC00495	---	---
CG17028-RA	CG17028	CG17028
CG31350-RA	Oct3R	CG31350
Dm.3R.43411.0	---	---
HDC03337	CG34051	CG34051
S.C3R003006	---	---
HDC08340	---	---
HDC05997	---	---
CT41673	---	---
Dm.3R.38155.0	---	---
HDC06896	---	---
CG32737-RB	---	CG32737
Dm.3R.43564.0	---	---
HDC00804	---	---
HDC02554	---	---
HDC03626	---	---
Dm.3L.25864.0	---	---
HDC02692	---	---
CG9038-RA	UBL3	CG9038
S.C3R001477	---	---
S.C3R001842	---	---
CG3123-RA	CG3123	CG3123
HDC16575	---	---
CT35481	---	---
Dm.3R.38642.0	---	---
S.CX000911	---	---
HDC10996	---	---
CG30408-RA	CG33227	CG30408
HDC02045	---	---
S.C3R001592	---	---
S.CX002025	---	---
HDC07119	sbb	sbb
CG33038-RA	---	CG33038
CG9343-RA	Trl	CG9343
CG9700-RA	---	CG9700
CG30188-RA	CG30188	CG30188
HDC03319	---	---
CG14668-RA	CG14668	CG14668
S.C3L000852	---	---
HDC07838	---	---
CG14400-RA	CG14400	CG14400
HDC15105	---	---
S.CX002145	---	---
CG32845-RA	CG32845	CG32845
S.C2R002100	---	---
Dm.3L.29611.0	---	---
Dm.2L.1487.0	nompC	nompC
CT35043	---	---
HDC13306	---	---
CG11922-RA	fd96Cb	CG11922
S.C3R003641	---	---
HDC14482	---	---
CT32331	CG9487	CG9487
S.C3R000941	---	---
HDC05909	---	---
S.C2R000442	---	---
HDC07857	---	---
Dm.2L.9735.0	---	---
HDC12181	---	---
HDC03105	---	---
HDC14371	---	---
CG12875-RA	CG12875	CG12875
HDC07239	---	---
HDC14665	---	---
CG9525-RA	CG9525	CG9525
HDC13188	---	---
HDC02207	---	---
S.C3R000885	---	---
S.C3R001593	---	---
CG11819-RA	CG11819	CG11819
CG32634-RA	CG32634	CG32634
CG31262-RA	CG31262	CG31262
CG15214-RA	CG15214	CG15214
HDC19173	---	---
HDC16455	---	---
HDC09475	---	---
HDC18326	---	---
CG6530-RA	mthl3	CG6530
HDC18182	---	---
CR31621-RA	---	CR31621
CG14432-RA	---	CG14432
HDC02024	---	---
CG40397-RA	CG40397	CG40397
Dm.3L.24197.0	---	---
HDC20431	---	---
CT33099	---	---
S.C3R002697	---	---
S.C3R001345	---	---
CG31047-RA	CG31047	CG31047
Dm.2R.17666.0	CG1884	CG1884
S.C3L000099	---	---
S.C2R002264	---	---
HDC19512	---	---
HDC06249	---	---
HDC14581	---	---
HDC11349	---	---
Dm.2L.10188.0	---	---
HDC13908	---	---
HDC08777	---	---
CG31916-RA	Msp-300	CG31916
HDC02676	---	---
S.C3L000914	---	---
HDC09160	---	---
HDC05946	---	---
Transposon.79	---	---
Dm.X.56711.0	---	---
HDC14955	---	---
CG8628-RA	CG8628	CG8628
Transposon.18	---	---
CG32098-RA	CG32098	CG32098
HDC13940	---	---
CG14128-RA	CG14128	CG14128
CG30358-RA	CG30358	CG30358
S.C2L000377	---	---
CG17650-RA	CG17650	CG17650
HDC12508	---	---
S.CX000096	---	---
CG15061-RA	CG15061	CG15061
HDC07059	---	---
HDC04905	---	---
S.C2L002262	---	---
CG15000-RA	nab	CG15000
CG3805-RA	CG3805	CG3805
CR_tc_RE45760	---	---
CG30078-RB	CG30078	CG30078
HDC20072	---	---
CG6333-RA	CG6333	CG6333
Dm.3L.22467.0	---	---
HDC17351	---	---
CG17625-RA	CG17625	CG17625
HDC14373	---	---
S.C3L001831	shd	shd
HDC17749	---	---
HDC04985	---	---
HDC12271	---	---
S.C2L002559	---	---
CG10586-RA	CG10586	CG10586
CT31960	---	---
CG32954-RB	Adh	CG32954
HDC18159	---	---
S.C3L000369	---	---
S.C3R000436	---	---
HDC08136	---	---
HDC18565	---	---
HDC13936	---	---
S.C3R001194	---	---
CG31227-RA	---	CG31227
Dm.3L.31462.0	---	---
HDC13181	---	---
CT35343	---	---
CG30026-RA	CG30026	CG30026
HDC20343	---	---
HDC10065	---	---
HDC18297	---	---
HDC14008	---	---
CG14365-RA	CG14365	CG14365
HDC05281	---	---
HDC06912	---	---
Dm.3L.25855.0	---	---
CG9094-RB	CG9094	CG9094
HDC00627	---	---
HDC14453	---	---
HDC16228	---	---
GM02019	lilli	lilli
HDC13011	---	---
S.C3R003414	---	---
HDC19160	---	---
S.C3R001121	---	---
HDC09443	---	---
GM10787_revcomp	---	---
HDC19532	---	---
HDC09506	---	---
HDC07356	---	---
HDC16020	---	---
HDC15447	---	---
S.C3R002771	---	---
HDC09002	---	---
S.C3R001744	---	---
CG12439-RA	CG12439	CG12439
HDC00871	---	---
CG11459-RA	CG11459	CG11459
HDC04204	---	---
S.CX000065	---	---
HDC19712	---	---
Dm.2L.3837.0	---	---
S.C2L000714	---	---
CT34234	yem	yem
CG14809-RA	CG14809	CG14809
CG12483-RA	CG12483	CG12483
S.CX000517	---	---
CT33033	---	---
CG17757-RA	CG17757	CG17757
HDC06185	---	---
CG32924-RA	---	CG32924
HDC09096	---	---
HDC08769	---	---
CG32596-RA	---	CG32596
S.CX001643	---	---
HDC18398	---	---
CG15306-RA	CG15306	CG15306
CG13504-RA	CG13504	CG13504
HDC11858	---	---
CG13538-RA	CG13538	CG13538
S.C3L001379	---	---
HDC08154	---	---
HDC06929	---	---
CG15342-RA	sdt	CG15342
HDC20056	CG41106	CG41106
CG5402-RA	CG5402	CG5402
S.C3R001751	---	---
CG3056-RA	CG3056	CG3056
CG30099-RA	CG30099	CG30099
HDC13886	---	---
HDC08564	---	---
CG15282-RA	CG15282	CG15282
S.C2R002263	---	---
CG30486-RA	CG30486	CG30486
HDC08876	---	---
CG14225-RA	CG14225	CG14225
HDC09412	---	---
HDC11197	---	---
Dm.3L.29616.0	---	---
Dm.3R.47038.0	---	---
HDC15001	---	---
HDC07427	---	---
HDC11637	---	---
HDC19873	---	---
Dm.3R.36016.0	---	---
HDC19640	---	---
HDC06480	---	---
HDC18303	---	---
CG33194-RA	CheA29a	CG33194
HDC05732	---	---
HDC12959	---	---
HDC14021	---	---
HDC00888	---	---
S.C3R000945	---	---
S.C3L002315	---	---
AT22150	---	---
Dm.3R.39558.0	---	---
Dm.3L.31789.0	pHCl	pHCl
S.C3R003400	Dup99B	Dup99B
Dm.2R.20805.0	---	---
S.C2L002555	---	---
HDC13362	---	---
HDC11519	---	---
S.C3R000990	---	---
S.CX001578	---	---
S.C3L001116	---	---
S.C2R002591	---	---
CG40439-RB	CG40439	CG40439
HDC16037	---	---
S.C3L000457	---	---
CG40043-RA	CG40043	CG40043
HDC12480	---	---
HDC19406	---	---
CG7814-RA	CG7814	CG7814
CG10989-RA	CG10989	CG10989
HDC02124	---	---
HDC14293	---	---
CG30073-RA	Obp50b	CG30073
S.CX001685	---	---
CG31316-RA	---	CG31316
HDC17784	---	---
S.C2L001594	---	---
S.C2L000989	---	---
HDC11903	---	---
HDC13664	---	---
S.C2R000396	---	---
HDC17316	---	---
HDC06480	---	---
CG30352-RA	CG30352	CG30352
HDC09479	---	---
HDC05694	---	---
CG32984-RA	CG32984	CG32984
HDC13253	---	---
HDC13980	---	---
HDC19347	---	---
CG1314-RA	CG1314	CG1314
HDC12495	---	---
CT38759	---	---
CG14580-RA	CG14580	CG14580
HDC06209	---	---
HDC06247	---	---
S.C3R003226	---	---
CG10248-RA	Cyp6a8	CG10248
HDC16086	---	---
HDC12052	---	---
S.C3R003671	---	---
CG3251-RA	CG3251	CG3251
HDC14627	---	---
CG15344-RA	CG15344	CG15344
CT12391	G30A	G30A
HDC06273	---	---
CG30097-RF	Menl-2	CG30097
S.C3R003119	---	---
S.C3R003519	---	---
CT35705	---	---
HDC03018	---	---
HDC03315	---	---
CT32714	---	---
CG33453-RA	CG33453	CG33453
CG13110-RA	CG13110	CG13110
CG13828-RA	CG13828	CG13828
HDC10264	---	---
HDC13417	---	---
HDC13910	---	---
CR_tc_GH27201	---	---
Dm.3R.39388.0	---	---
HDC10356	---	---
HDC09430	---	---
CG7476-RB	mthl7	CG7476
CG32940-RD	Pif1A	CG32940
HDC12613	---	---
CG11664-RA	CG11664	CG11664
HDC10502	---	---
HDC08264	---	---
CG33066-RC	Tim9b	CG33066
CR_tc_RE65113	by	by
Dm.3R.41487.0	---	---
CG7305-RA	Rim	CG7305
GH04518	---	---
CG6004-RB	CG6004	CG6004
HDC12768	---	---
S.C3R001074	---	---
CG13661-RA	CG13661	CG13661
HDC07447	---	---
S.C3L002302	CG32194	CG32194
S.CX001616	---	---
Dm.X.55326.0	---	---
HDC13507	---	---
S.C2L000630	---	---
CG17134-RA	CG17134	CG17134
CG12852-RA	CG12852	CG12852
Dm.3R.34187.0	---	---
HDC02681	---	---
S.C2L001069	---	---
CG30436-RA	CG30436	CG30436
HDC18498	---	---
HDC07472	---	---
S.CX001645	---	---
HDC00885	---	---
S.C3L001715	---	---
HL01242	---	---
CG15235-RA	CG15235	CG15235
HDC02522	---	---
CG32637-RA	CG32637	CG32637
HDC09850	---	---
HDC05885	---	---
Dm.2R.10538.0	---	---
HDC03959	---	---
S.C3L001160	---	---
HDC14094	---	---
HDC12445	---	---
CG15507-RA	kay	CG15507
GM03205	---	---
CG6874-RA	l(3)neo26,Dpsel(3)neo26	CG6874
CG11573-RA	Ddr	CG11573
CG7608-RA	Eig71Ec	CG7608
CG17054-RA	Cap-G	CG17054
HDC02272	---	---
CG14560-RA	msopa	CG14560
Dm.3R.42853.0	---	---
CG14366-RA	CG14366	CG14366
S.C2L002410	---	---
HDC15939	---	---
CT34000	---	---
HDC15807	---	---
HDC09965	---	---
CG33475-RA	CG33475	CG33475
Dm.3R.34634.0	---	---
HDC14788	---	---
CG18496-RA	CG18496	CG18496
CG15675-RA	CG15675	CG15675
LD11162	---	---
CG7301-RA	Rim	CG7301
HDC12560	---	---
S.C3L002427	---	---
CG1884-RB	CG1884	CG1884
CG31032-RA	CG31032	CG31032
S.C3L002321	---	---
CG5568-RA	CG5568	CG5568
HDC02460	---	---
CT36054	SK	SK
Dm.3L.25819.0	---	---
CG14581-RA	CG14581	CG14581
HDC08756	---	---
S.C3R003303	---	---
HDC14632	---	---
HDC08349	---	---
HDC02233	---	---
Dm.3R.48151.0	---	---
HDC10927	---	---
Dm.3L.27284.0	---	---
CG15332-RA	CG15332	CG15332
HDC02764	---	---
HDC09614	---	---
CG40400-RA	CG40400	CG40400
HDC15624	---	---
CG15715-RA	CG15715	CG15715
Transposon.20	---	---
S.CX002013	---	---
S.C2R002141	---	---
HDC15403	---	---
HDC18607	---	---
CT12497	---	---
HDC08496	---	---
Dm.2L.10184.0	---	---
CG40394-RA	---	CG40394
HDC02732	---	---
CG10332-RA	IM18	CG10332
S.C3R000886	CG31397	CG31397
HDC02650	---	---
CG11227-RA	CG11227	CG11227
S.CX000340	---	---
HDC15744	---	---
S.C2L002612	---	---
HDC06364	---	---
HDC10113	---	---
S.C3R001952	---	---
HDC00367	---	---
S.C2R001467	---	---
HDC09886	---	---
HDC05839	---	---
HDC02648	---	---
CG32827-RA	CG32827	CG32827
CG32509-RA	CG32509	CG32509
S.C3R001130	---	---
CG33088-RA	---	CG33088
S.C2L002557	---	---
HDC05573	---	---
CG31308-RA	CG31308	CG31308
S.CX000455	---	---
HDC19167	---	---
S.C2L001604	---	---
CG31101-RA	CG31101	CG31101
S.C2R000017	---	---
S.C3R003458	---	---
S.C2L002691	---	---
S.C3R002999	---	---
HDC05555	---	---
CG2973-RA	CG2973	CG2973
HDC13360	---	---
CG17976-RA	sut3	CG17976
HDC14321	---	---
HDC08766	---	---
HDC05034	---	---
HDC02924	---	---
HDC19232	---	---
HDC13171	---	---
Dm.3L.25662.0	---	---
CG30465-RA	CG30465	CG30465
HDC06635	---	---
HDC06105	---	---
S.C3R003376	---	---
CG33259-RA	CG33259	CG33259
HDC05652	---	---
RE44040	---	---
HDC08294	---	---
CG32602-RA	CG32602	CG32602
CT32171	---	---
CT33753	---	---
LP09838	---	---
CG32083-RA	CG32083	CG32083
CG4371-RA	GstD7	CG4371
HDC08924	---	---
S.C3L002301	---	---
CT33983	---	---
S.C3L002885	---	---
CG31752-RA	CG31752	CG31752
Dm.3L.28884.0	---	---
HDC08026	---	---
HDC16556	---	---
HDC14195	---	---
HDC09876	---	---
HDC09979	---	---
CG31792-RA	CG31792	CG31792
HDC10037	---	---
Dm.3L.23987.0	---	---
CG32680-RB	CG32680	CG32680
CG30332-RA	CG30332	CG30332
S.CX002274	---	---
S.C2R000576	---	---
Dm.2L.7675.0	---	---
Dm.2L.4565.0	---	---
HDC13059	---	---
HDC08758	---	---
Dm.2L.9604.0	---	---
CG31700-RA	CG31700	CG31700
CG11079-RA	CG11079	CG11079
CG1950-RA	CG1950	CG1950
CG2209-RA	CG2209	CG2209
HDC09046	---	---
HDC07888	---	---
S.C3R002163	---	---
HDC14862	---	---
HDC19645	---	---
HDC18328	Imp	Imp
CT32505	---	---
HDC02744	---	---
S.C2R000910	---	---
HDC17443	---	---
HDC08768	---	---
CT35853	MESK2	MESK2
HDC13142	---	---
Dm.3L.25653.0	---	---
CG1893-RA	CG1893	CG1893
Dm.3R.47378.0	---	---
HDC04192	---	---
HDC09403	---	---
CT31644	ia2	ia2
HDC12634	---	---
HDC18824	---	---
CG7981-RB	---	CG7981
S.C3R000437	---	---
CG40477-RA	Caps	CG40477
CR_tc_LD13184	---	---
S.C2L001626	---	---
HDC12872	---	---
HDC07110	---	---
CG40402-RA	CG40402	CG40402
LP03188	---	---
HDC06000	---	---
CG14494-RA	CG14494	CG14494
Dm.3R.34249.0	---	---
HDC09922	---	---
S.CX001789	---	---
Dm.2L.6297.0	---	---
CG32450-RA	CG32450	CG32450
CG13835-RA	CG13835	CG13835
HDC10684	---	---
CG31114-RA	dpr9	CG31114
CG9454-RA	CG9454	CG9454
CG6434-RA	CG6434	CG6434
Dm.3R.34185.0	---	---
CG12784-RA	CG12784	CG12784
CG13825-RA	CG13825	CG13825
HDC16683	dpr7	dpr7
CG18001-RA	RpL38	CG18001
HDC00336	---	---
HDC14183	---	---
HDC15717	---	---
S.C2L002404	---	---
S.C3L002618	---	---
HDC14699	---	---
GM06790	---	---
Dm.2R.16187.0	---	---
S.CX002272	---	---
S.C3L002039	---	---
HDC19177	---	---
HDC13909	---	---
HDC06208	---	---
HDC08783	---	---
HDC12357	---	---
HDC07384	---	---
S.C2R000713	---	---
S.C2R000879	---	---
Dm.3R.34791.0	---	---
Dm.3L.25873.0	---	---
CG7738-RA	---	CG7738
HDC14635	---	---
S.C3R000448	CG34023	CG34023
CG31693-RA	CG31693	CG31693
HDC14600	---	---
HDC04285	---	---
HDC00761	---	---
CG15323-RA	CG15323	CG15323
HDC16124	---	---
HDC17261	CG32792	CG32792
HDC15535	---	---
LD20464	mura	mura
HDC16059	---	---
HDC05802	---	---
CG30086-RA	CG33462	CG30086
HDC08591	---	---
CG32510-RA	CG32510	CG32510
HDC16226	---	---
S.CX000331	---	---
S.C2L001623	---	---
HDC13904	---	---
S.C2R001596	---	---
CG15180-RA	CG15180	CG15180
HDC13247	---	---
HDC07557	---	---
Transposon.51	---	---
HDC12359	---	---
Transposon.71	---	---
S.C3L001717	caps	caps
CG32912-RA	---	CG32912
CT33967	---	---
HDC05445	---	---
HDC06494	---	---
HDC16465	---	---
Dm.2L.8013.0	CG34043	CG34043
S.C2R002534	---	---
S.C3L001641	---	---
Dm.X.50494.0	---	---
HDC03563	---	---
CG15911-RA	CG15911	CG15911
CG11509-RA	CG11509	CG11509
CG15185-RA	CG15185	CG15185
S.C3R003171	wdb	wdb
HDC06456	---	---
HDC05813	---	---
CG14698-RA	CG14698	CG14698
HDC06741	---	---
CG18654-RB	Dgk	CG18654
HDC12611	---	---
S.C3R002104	---	---
S.C3L000358	---	---
S.C3R002807	---	---
HDC13152	---	---
S.C2R002789	Nop60B	Nop60B
HDC05721	---	---
HDC02111	---	---
HDC13103	---	---
CG5963-RA	upd3	CG5963
HDC09424	---	---
CT38679	---	---
S.C2L000310	---	---
CG32504-RA	CG32504	CG32504
HDC09086	---	---
CG32077-RA	nol	CG32077
CT37584	---	---
CG31546-RA	CG31546	CG31546
AT08427_revcomp	---	---
Dm.3L.24668.0	---	---
Dm.3L.28476.0	---	---
CG9094-RA	CG9094	CG9094
HDC07167	---	---
CG31684-RA	CG31684	CG31684
HDC06561	---	---
HDC11478	---	---
S.C3R001591	---	---
Dm.2L.4103.0	---	---
CG14053-RA	CG14053	CG14053
CG33318-RA	---	CG33318
Dm.2R.14879.0	---	---
HDC06206	---	---
CG11037-RA	CG11037	CG11037
CG30334-RA	CG30334	CG30334
HDC13589	---	---
CG12623-RA	CG12623	CG12623
HDC19217	---	---
CG31560-RA	CG31560	CG31560
Dm.X.50113.0	---	---
CG31779-RA	Acp24A4	CG31779
HDC19233	---	---
CT35979	---	---
S.CX001637	---	---
HDC18413	---	---
CG32709-RA	CG32709	CG32709
S.C3L000097	---	---
Dm.3L.27727.0	---	---
HDC04948	---	---
Dm.2L.3951.0	---	---
Dm.3R.35520.0	---	---
HDC16881	---	---
CG17666-RA	CG17666	CG17666
HDC08933	---	---
HDC18183	---	---
HDC20082	---	---
S.C3L002672	asparagine-synthetase	asparagine-synthetase
HDC05855	---	---
Dm.3L.30490.0	---	---
CG17793-RA	CG17793	CG17793
HDC13081	---	---
S.C2R000792	---	---
HDC15079	---	---
S.C2L002005	---	---
HDC10628	---	---
CT22751	---	---
HDC05178	---	---
HDC14579	---	---
HDC03444	---	---
HDC13477	---	---
HDC04018	---	---
CG11581-RA	CG11581	CG11581
HDC17126	---	---
HDC09480	---	---
HDC14237	---	---
CG5787-RA	CG5787	CG5787
HDC18536	regucalcin	regucalcin
HDC14459	---	---
CG31325-RA	p53	CG31325
HDC01518	---	---
CT35792	---	---
HDC07409	---	---
HDC04026	---	---
S.C3L002828	---	---
Dm.3L.32222.0	---	---
CG31704-RA	CG31704	CG31704
S.C2R001366	---	---
S.C3R001861	---	---
CG11608-RA	CG11608	CG11608
HDC16487	Ptx1	Ptx1
HDC15448	---	---
CG15807-RA	Cyp313a5	CG15807
GH01085	egh	egh
CG3860-RA	CG3860	CG3860
HDC20201	---	---
HDC03831	---	---
Dm.X.54993.0	---	---
Dm.2L.1731.0	---	---
Dm.X.50678.0	---	---
HDC08474	---	---
S.C3L001677	---	---
S.C3L002215	---	---
CG12723-RA	CG12723	CG12723
CG13859-RA	CG13859	CG13859
GM07658	---	---
HDC14533	---	---
HDC13906	---	---
HDC11474	---	---
HDC14462	---	---
CG4694-RA	her	CG4694
HDC10591	---	---
HDC02141	---	---
HDC12578	---	---
S.C3R000653	---	---
HDC10026	---	---
SD05379	---	---
CG8871-RA	Jon25Biii	CG8871
HDC19955	---	---
HDC15394	---	---
CG31488-RA	CG31488	CG31488
CG30078-RA	CG30078	CG30078
HDC14887	---	---
HDC13007	---	---
S.C3R002386	---	---
HDC15651	---	---
CG1338-RA	hydra	CG1338
CT39116	---	---
CG14067-RA	dpr2	CG14067
S.C2L000181	---	---
CG11671-RA	CG11671	CG11671
HDC18214	---	---
HDC16753	---	---
HDC10341	---	---
Dm.3L.31351.0	---	---
HDC02005	---	---
HDC10149	---	---
HDC07247	---	---
S.C3L002778	---	---
HDC12767	---	---
HDC15817	---	---
GM07702	---	---
CG12654-RA	CG12654	CG12654
S.C2R000104	---	---
Dm.3L.32677.0	---	---
HDC10041	---	---
HDC14523	---	---
HDC08321	---	---
HDC14234	---	---
RE65620	---	---
Dm.3L.33451.0	---	---
HDC00628	---	---
HDC03204	---	---
HDC13964	---	---
CG12958-RA	CG12958	CG12958
HDC16210	---	---
S.CX002030	---	---
CG17192-RA	CG17192	CG17192
HDC06847	---	---
HDC00360	---	---
HDC09507	---	---
CG32006-RA	CG32006	CG32006
CG31691-RA	TotF	CG31691
Dm.3L.31745.0	CG33999	CG33999
S.C3L000077	---	---
CT37904	---	---
HDC07125	---	---
S.C3L002813	---	---
CG12661-RA	CG12661	CG12661
HDC10913	---	---
CG11784-RA	CG11784	CG11784
LD22322	sdk	sdk
S.C3L002657	---	---
CT35439	---	---
CG31421-RA	Takl1	CG31421
Dm.3R.37177.0	---	---
Dm.2L.4477.0	---	---
S.CX001355	---	---
GH06385	---	---
S.C2L002087	---	---
CT34445	---	---
GH05108	---	---
S.CX000328	---	---
CG10887-RA	CG10887	CG10887
HDC07783	---	---
CG9270-RA	CG9270	CG9270
HDC11254	---	---
HDC01274	---	---
S.C2L001757	---	---
S.CX002009	---	---
HDC14646	---	---
S.C2R002210	---	---
S.CX001955	---	---
CG31209-RA	CG31209	CG31209
CG31364-RA	l(3)neo38	CG31364
S.CX001191	---	---
CT35037	---	---
CT33236	---	---
S.C3L000100	---	---
S.CX000699	---	---
CG3509-RA	CG3509	CG3509
CT35843	Rgk3	Rgk3
CG10421-RA	Cad96Cb	CG10421
HDC06257	---	---
HDC07442	---	---
HDC12552	---	---
HDC19536	---	---
Dm.X.54730.0	---	---
CT37307	Tkr	Tkr
HDC00066	---	---
CG12376-RA	CG12376	CG12376
HDC13475	---	---
HDC20128	---	---
CG31175-RA	Dys	CG31175
S.C2L002002	---	---
HDC20067	---	---
HDC03000	---	---
Dm.2L.1231.0	---	---
CG31388-RA	CG31388	CG31388
HDC11436	---	---
Dm.2L.9184.0	---	---
HDC08476	---	---
LD11885	---	---
CG7343-RA	btsz	CG7343
CG1863-RA	CG1863	CG1863
CG8603-RB	CG8603	CG8603
S.CX002027	---	---
HDC07243	---	---
S.C3R000532	CG33779	CG33779
CG15660-RA	CG15660	CG15660
CG3713-RA	CG3713	CG3713
HDC17297	---	---
Dm.X.55352.0	---	---
HDC13492	---	---
HDC02770	---	---
S.C3L002779	---	---
Dm.3L.32754.0	---	---
HDC08041	---	---
HDC19402	---	---
HDC20323	---	---
SD04448	---	---
S.CX001089	---	---
S.CX001483	---	---
S.C3R001994	---	---
HDC13408	---	---
S.C3R001870	tinc	tinc
HDC02496	---	---
S.C3L002841	---	---
HDC13364	---	---
HDC08161	---	---
S.C2L000140	---	---
S.C2R001167	---	---
HDC14962	---	---
HDC06310	---	---
CG31187-RA	CG31187	CG31187
CG7705-RA	CG7705	CG7705
HDC10048	---	---
CG18042-RA	lmg	CG18042
HDC12022	---	---
CG17803-RA	CG17803	CG17803
HDC18670	---	---
HDC17643	---	---
HDC17201	---	---
HDC12360	---	---
HDC09080	ImpE1	ImpE1
CG1942-RA	CG1942	CG1942
HDC17278	---	---
CG4927-RA	CG4927	CG4927
HDC16032	---	---
CG1631-RA	CG1631	CG1631
S.C3L002902	nAcR80B	nAcR80B
S.CX000174	---	---
S.C3R000531	---	---
HDC08074	---	---
CG12927-RA	CG12927	CG12927
HDC14090	---	---
S.C2L001001	---	---
RH42808	---	---
S.C2L001603	---	---
CG32800-RA	msta	CG32800
S.C3R001100	---	---
HDC19486	---	---
HDC05891	---	---
CG18234-RB	CG18234	CG18234
CG15405-RA	CG15405	CG15405
CG12460-RA	CG12460	CG12460
HDC05165	---	---
Dm.3L.22538.0	---	---
Dm.3L.25940.0	---	---
S.CX002097	---	---
HDC14460	---	---
CG14462-RA	CG14462	CG14462
HDC09505	---	---
HDC05849	---	---
HDC16126	---	---
HDC16612	---	---
HDC10707	---	---
HDC12482	---	---
HDC07446	---	---
Dm.2R.17666.0	CG1884	CG1884
CG12441-RB	CG12441	CG12441
S.C2R000381	---	---
CG12522-RA	CG12522	CG12522
HDC10042	---	---
S.C3L001762	---	---
CG32828-RA	CG32828	CG32828
CG15383-RA	CG15383	CG15383
CG40050-RA	CG40050	CG40050
HDC09489	---	---
HDC12756	---	---
CG31263-RA	CG31263	CG31263
S.C2L001601	---	---
HDC06796	---	---
HDC07552	---	---
LD09837	---	---
GM07660	---	---
HDC08768	---	---
HDC18243	---	---
CG33008-RA	---	CG33008
S.C2R001881	---	---
Dm.2L.3142.0	---	---
CG31193-RA	TotX	CG31193
HDC12276	---	---
Dm.3R.41831.0	---	---
CT33453	---	---
HDC02994	---	---
HDC14028	---	---
Dm.2R.13961.0	---	---
HDC13072	---	---
CG2336-RA	CG2336	CG2336
HDC14395	---	---
CG15503-RA	CheB93a	CG15503
CG11629-RA	CG11629	CG11629
CG32919-RA	---	CG32919
HDC17338	---	---
CG30078-RB	CG30078	CG30078
S.C3R001225	---	---
HDC13250	---	---
S.C3R003149	---	---
CT35440	---	---
CG14387-RA	CG14387	CG14387
HDC00353	CG34049	CG34049
CG13471-RA	CG13471	CG13471
CT34649	unc-13-4A	unc-13-4A
Dm.3L.23795.0	---	---
CG15316-RB	CG15316	CG15316
CG30029-RA	CG30029	CG30029
HDC14199	---	---
HDC11536	---	---
CG3354-RA	Mst77F	CG3354
Dm.3R.47008.0	---	---
HDC06648	---	---
	Could not find the following entrances from Zhang's file:
CG34350
CG34436
CG34442
CG33223
CG34218
CG33505
CG9123
CG34115
CG9130
CG3484
CG34414
CG33692
CG34195
CG3481
CG33496
CG34325
CG34379
CG34208
CG10731
CG34290
CG33498
CG34305
CG31094
CG34106
CG41432
CG7964
CG41073
CG34346
CG15078
CG6835
CG17269
CG34453
CG7215
CG41480
CG34391
CG8742
CG4098
CG33522
CG34277
CG32850
CG13430
CG34182
CG34221
CG34108
CG32706
CG34320
CG33460
CG34149
CG34214
CG33487
CG33991
CG14987
CG34413
CG41355
CG8923
CG34177
CG9118
CG41472
CG34323
CG9819
CG34373
CG33310
CG34102
CG34244
CG33105
CG33647
CG34124
CG33694
CG34434
CG1414
CG17210
CG33943
CG33971
CG34289
CG6124
CG34256
CG33816
CG6788
CG34287
CG34183
CG33473
CG34375
CG31034
CG11844
CG34247
CG34224
CG34210
CG31362
CG33226
CG9807
CG33964
CG34220
CG10476
CG34321
CG34335
CG11741
CG32821
CG33671
CG34456
CG33512
CG34272
CG32673
CG34273
CG34200
CG13399
CG6782
CG34166
CG41478
CG34170
CG32584
CG34219
CG34145
CG34303
CG30481
CG34286
CG18789
CG34181
CG33293
CG31953
CG2941
CG33721
CG34302
CG34340
CG34242
CG33783
CG34117
CG33723
CG34416
CG33247
CG4479
CG13376
CG34292
CG34378
CG33672
CG34036
CG32616
CG33104
CG33920
CG34318
CG15891
CG33351
CG31131
CG18431
CG9960
CG32733
CG33766
CG34419
CG1179
CG41436
CG34191
CG17672
CG31931
CG34134
CG33464
CG34113
